Student Name,Course ID,Student ID,Enrollment Number,Year,Course Name,Duration (Years),Branch,Specialization,Total Fees (Per Annum),Yearly Fees,Exam Fees,Extra Fees,Hostel Accommodation,Occupancy,City,State,Country,Email,Phone,Payment Mode,12th Percentage,10th Percentage,Hostel Room Type,Annual Income,Date of Birth
Rania Tandon,MTechCSE278,STU403,ENR403,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,raunak98@example.org,9.1756E+11,Cash,66,79,Non-AC,350952,29/05/1998
Ira Loke,MTechCSE279,STU404,ENR404,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Single Occupancy,Delhi,Delhi,India,indrajit27@example.net,9.18352E+11,Cash,66,72,Non-AC,310846,25/12/1997
Neelofar Ramanathan,MTechCSE280,STU405,ENR405,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Single Occupancy,Kolkata,West Bengal,India,csagar@example.com,9.19971E+11,UPI,75,83,Non-AC,137831,01/12/1998
Arnav Choudhury,MTechCSE281,STU406,ENR406,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,trivediahana@example.org,9.19935E+11,Cash,76,91,Non-AC,591523,05/11/2001
Nitya Tandon,MTechCSE282,STU407,ENR407,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Triple Occupancy,Pune,Maharashtra,India,xdalal@example.com,9.19454E+11,Cash,63,73,Non-AC,494535,21/01/1999
Divyansh Lalla,MTechCSE283,STU408,ENR408,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Double Occupancy,Delhi,Delhi,India,jivin28@example.org,9.19552E+11,DD,68,90,Non-AC,391755,06/07/1997
Onkar Vasa,MTechCSE284,STU409,ENR409,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,zainbhavsar@example.net,9.17097E+11,RTGS,81,80,Non-AC,718395,09/02/2000
Kabir Datta,MTechCSE285,STU410,ENR410,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,anvi71@example.org,9.19096E+11,Cash,64,71,Non-AC,596017,27/01/1998
Kabir Kala,MTechCSE286,STU411,ENR411,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Double Occupancy,Chennai,Tamil Nadu,India,hrege@example.com,9.18882E+11,Cheque,70,82,AC,493205,23/10/2000
Shlok Kala,MTechCSE287,STU412,ENR412,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Single Occupancy,Pune,Maharashtra,India,sahilborra@example.com,9.17318E+11,UPI,65,67,AC,166193,21/01/2002
Amira Dhar,MTechCSE288,STU413,ENR413,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,neysa43@example.net,9.19259E+11,RTGS,84,73,AC,378103,03/03/1997
Dhanuk Goswami,MTechCSE289,STU414,ENR414,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,jhanvidoshi@example.com,9.19337E+11,Cash,67,74,Non-AC,797418,03/06/1999
Umang Ram,MTechCSE290,STU415,ENR415,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,raghav82@example.net,9.18572E+11,RTGS,63,81,AC,485510,30/11/2001
Ayesha Talwar,MTechCSE291,STU416,ENR416,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Double Occupancy,Delhi,Delhi,India,agrawalkashvi@example.net,9.19183E+11,RTGS,86,63,AC,183480,04/01/1998
Amira Srinivasan,MTechCSE292,STU417,ENR417,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Double Occupancy,Mumbai,Maharashtra,India,sbarad@example.org,9.19969E+11,DD,87,73,AC,606588,07/02/1998
Hridaan Sathe,MTechCSE293,STU418,ENR418,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,hayerivana@example.net,9.19877E+11,UPI,86,73,Non-AC,739048,18/09/2001
Indrajit Sastry,MTechCSE294,STU419,ENR419,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,vtak@example.net,9.19888E+11,Cash,86,85,Non-AC,301344,30/10/2000
Zeeshan Sem,MTechCSE295,STU420,ENR420,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Triple Occupancy,Pune,Maharashtra,India,raunakdugar@example.net,9.18119E+11,DD,71,86,AC,139385,15/03/2001
Lagan Salvi,MTechCSE296,STU421,ENR421,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Double Occupancy,Mumbai,Maharashtra,India,farhan32@example.net,9.19334E+11,UPI,61,77,AC,405138,10/01/2002
Vaibhav Kakar,MTechCSE297,STU422,ENR422,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Triple Occupancy,Mumbai,Maharashtra,India,vkhosla@example.com,9.17037E+11,Cash,81,73,Non-AC,409186,20/05/2000
Nitara Kalita,MTechCSE298,STU423,ENR423,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Triple Occupancy,Ahmedabad,Gujarat,India,dubeypiya@example.com,9.19028E+11,Cheque,85,66,AC,526690,10/03/1997
Aradhya Dara,MTechCSE299,STU424,ENR424,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Triple Occupancy,Pune,Maharashtra,India,rheadubey@example.net,9.19539E+11,UPI,86,69,Non-AC,515651,18/02/2001
Samaira Doctor,MTechCSE300,STU425,ENR425,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,inaaya-20@example.net,9.17869E+11,UPI,74,86,Non-AC,116585,02/09/2001
Ishita Swamy,MTechCSE301,STU426,ENR426,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,nityamani@example.org,9.19368E+11,Cash,63,60,Non-AC,135870,19/01/2001
Vedika Gola,MTechCSE302,STU427,ENR427,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,dixitira@example.org,9.17409E+11,UPI,81,73,AC,640223,24/12/2001
Diya Ray,MTechCSE303,STU428,ENR428,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,karijayant@example.com,9.1721E+11,Cheque,81,82,AC,573438,13/12/1999
Madhav Sami,MTechCSE304,STU429,ENR429,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,psangha@example.com,9.18496E+11,Cheque,75,68,AC,420490,08/05/1997
Nitara Karpe,MTechCSE305,STU430,ENR430,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Single Occupancy,Mumbai,Maharashtra,India,amirakota@example.org,9.18477E+11,UPI,76,62,AC,467766,01/01/1997
Miraya Chauhan,MTechCSE306,STU431,ENR431,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,uthkarsh18@example.com,9.18743E+11,UPI,89,85,AC,302492,13/01/1999
Nirvi Jayaraman,MTechCSE307,STU432,ENR432,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,kavyasaxena@example.com,9.17268E+11,RTGS,61,88,Non-AC,404407,13/09/1997
Vidur Kala,MTechCSE308,STU433,ENR433,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Single Occupancy,Lucknow,Uttar Pradesh,India,adira03@example.com,9.17828E+11,DD,81,67,AC,615304,03/12/1996
Damini Gaba,MTechCSE309,STU434,ENR434,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Double Occupancy,Mumbai,Maharashtra,India,vlal@example.org,9.19247E+11,UPI,80,74,Non-AC,304153,14/03/1998
Sara Sarna,MTechCSE310,STU435,ENR435,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,sureshvedika@example.net,9.17483E+11,Cash,68,60,AC,626523,01/06/1997
Uthkarsh Bhavsar,MTechCSE311,STU436,ENR436,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Triple Occupancy,Mumbai,Maharashtra,India,malhotrahazel@example.net,9.19548E+11,DD,73,88,AC,249121,10/12/1996
Indrajit Raval,MTechCSE312,STU437,ENR437,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,azad93@example.org,9.18827E+11,Cash,74,72,Non-AC,769510,04/05/2001
Aniruddh Gera,MTechCSE313,STU438,ENR438,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,fchana@example.net,9.19705E+11,RTGS,61,65,AC,583760,14/11/1999
Raghav Chada,MTechCSE314,STU439,ENR439,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Double Occupancy,Mumbai,Maharashtra,India,shanayagoel@example.net,9.19697E+11,Cash,64,91,AC,474623,02/08/2001
Ranbir Gour,MTechCSE315,STU440,ENR440,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,dcherian@example.net,9.17919E+11,RTGS,85,68,AC,183226,29/09/1996
Shray Zacharia,MTechCSE316,STU441,ENR441,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Single Occupancy,Mumbai,Maharashtra,India,hchahal@example.net,9.17789E+11,UPI,69,84,AC,750071,12/11/1997
Ayesha Shankar,MTechCSE317,STU442,ENR442,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Single Occupancy,Ahmedabad,Gujarat,India,chakrabortyela@example.com,9.1902E+11,DD,90,80,AC,786625,30/03/1999
Aaryahi Dash,MTechCSE318,STU443,ENR443,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Triple Occupancy,Ahmedabad,Gujarat,India,deshpanderasha@example.org,9.17067E+11,Cheque,73,64,AC,706820,20/12/1997
Ayesha Sama,MTechCSE319,STU444,ENR444,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,abramkumar@example.net,9.1838E+11,Cash,70,64,Non-AC,511732,04/01/1999
Lakshit Uppal,MTechCSE320,STU445,ENR445,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Single Occupancy,Chennai,Tamil Nadu,India,taranarora@example.org,9.19678E+11,DD,86,83,AC,311322,20/03/2002
Indrajit Bala,MTechCSE321,STU446,ENR446,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Double Occupancy,Bengaluru,Karnataka,India,igopal@example.org,9.18352E+11,DD,75,66,AC,199379,06/08/1996
Anika Bhatia,MTechCSE322,STU447,ENR447,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Double Occupancy,Chennai,Tamil Nadu,India,alishamander@example.net,9.17235E+11,UPI,83,83,AC,103705,30/04/1997
Khushi Subramanian,MTechCSE323,STU448,ENR448,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,gsridhar@example.net,9.1711E+11,DD,78,62,AC,538433,13/06/1999
Azad Talwar,MTechCSE324,STU449,ENR449,2019,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,osubramanian@example.org,9.18093E+11,Cash,79,77,Non-AC,101628,24/07/1996
Gokul Swamy,MTechCSE325,STU450,ENR450,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Single Occupancy,Kolkata,West Bengal,India,nirvaanchaudry@example.com,9.18103E+11,RTGS,60,91,AC,469735,25/02/2001
Vanya Badami,MTechCSE326,STU451,ENR451,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,raunak25@example.com,9.1703E+11,RTGS,88,76,AC,104272,03/09/2000
Diya Bhargava,MTechCSE327,STU452,ENR452,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,riaanjhaveri@example.com,9.1778E+11,UPI,85,92,Non-AC,519373,15/08/1999
Vihaan Sridhar,MTechCSE328,STU453,ENR453,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,jhanvikarnik@example.net,9.17653E+11,UPI,76,86,Non-AC,236379,23/02/1997
Lavanya Gera,MTechCSE329,STU454,ENR454,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,xborde@example.com,9.17922E+11,RTGS,88,68,Non-AC,586552,31/05/1999
Vidur Contractor,MTechCSE330,STU455,ENR455,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,gillehsaan@example.net,9.18653E+11,Cheque,87,73,AC,682430,11/08/2001
Farhan Goel,MTechCSE331,STU456,ENR456,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,aliasastry@example.com,9.19287E+11,Cheque,77,87,Non-AC,696007,30/08/1998
Riaan Lata,MTechCSE332,STU457,ENR457,2020,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,barmannishith@example.com,9.19241E+11,UPI,73,64,Non-AC,346129,06/09/1998
Rasha Batra,MTechCSE333,STU458,ENR458,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,uthkarshchand@example.com,9.18785E+11,RTGS,67,74,Non-AC,277262,26/01/1999
Rasha Tella,MTechCSE334,STU459,ENR459,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Science,92000,77000,15000,0,Yes,Single Occupancy,Ahmedabad,Gujarat,India,khushi66@example.net,9.17033E+11,Cash,90,86,Non-AC,229210,24/03/1997
Fateh Ramakrishnan,MTechCSE335,STU460,ENR460,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Triple Occupancy,Pune,Maharashtra,India,lavanyabarad@example.com,9.17127E+11,Cheque,63,60,Non-AC,524178,24/05/1997
Nehmat Sengupta,MTechCSE336,STU461,ENR461,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Double Occupancy,Chennai,Tamil Nadu,India,cbhatnagar@example.net,9.17185E+11,UPI,87,62,Non-AC,459211,18/07/1998
Himmat Amble,MTechCSE337,STU462,ENR462,2022,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Triple Occupancy,Mumbai,Maharashtra,India,jayanchana@example.net,9.18481E+11,Cheque,60,76,Non-AC,147364,25/09/1996
Shlok Varma,MTechCSE338,STU463,ENR463,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,hirandeep@example.org,9.17573E+11,DD,77,83,AC,784811,03/05/2000
Advika Chand,MTechCSE339,STU464,ENR464,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Double Occupancy,Bengaluru,Karnataka,India,handaaarna@example.org,9.19663E+11,RTGS,84,92,Non-AC,197206,01/05/1998
Jivin Dhingra,MTechCSE340,STU465,ENR465,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Business Analytics & Optimization,92000,77000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,pwagle@example.com,9.17448E+11,UPI,87,77,Non-AC,128897,26/10/2000
Tushar Boase,MTechCSE341,STU466,ENR466,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,jivinmammen@example.net,9.18481E+11,UPI,71,71,Non-AC,681695,04/09/2000
Divyansh Mann,MTechCSE342,STU467,ENR467,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Cloud Computing & Virtualization,92000,77000,15000,0,Yes,Single Occupancy,Ahmedabad,Gujarat,India,bhavinsen@example.com,9.19524E+11,DD,89,62,AC,432067,18/04/2001
Suhana Bandi,MTechCSE343,STU468,ENR468,2023,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Artificial Intelligence & Machine Learning,92000,77000,15000,0,Yes,Triple Occupancy,Lucknow,Uttar Pradesh,India,ibatta@example.com,9.1918E+11,UPI,87,87,AC,743889,05/02/2000
Nirvaan Vaidya,MTechCSE344,STU469,ENR469,2021,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Data Analytics,92000,77000,15000,0,Yes,Triple Occupancy,Ahmedabad,Gujarat,India,myravarkey@example.net,9.17263E+11,Cash,89,73,Non-AC,476812,26/02/2001
Rania Contractor,MTechCSE345,STU470,ENR470,2018,M.Tech in Computer Science Engineering,2,Computer Science Engineering,Internet of Things & Cyber Security Including Blockchain Technology,92000,77000,15000,0,Yes,Double Occupancy,Bengaluru,Karnataka,India,isangha@example.net,9.18969E+11,RTGS,80,92,AC,298098,28/05/2002
